"","OID","URBAN_CENTER","TYPE_I_ROADS","SLOPE","PROTEC_AREAS","PRECIPITATION","ELEVATION","DRAINS","NDVI"
"246",246,16614.0703125,24663.4296875,26.5214290618896,2779.01049804687,82.4166641235352,257,582.49462890625,0.36799743771553
"247",247,5814.89453125,5481.79736328125,9.17160224914551,134.164077758789,90.75,172,1908.95263671875,0.330266296863556
"248",248,14706.2744140625,9519.8369140625,19.8513050079346,0,82.9166641235352,472,379.473327636719,0.355659693479538
"249",249,11090.46875,5502.44482421875,0,0,87.5833358764649,307,1293.1357421875,0.374465495347977
"250",250,9437.3720703125,16719.69140625,9.42844581604004,6510.0693359375,92.9166641235352,389,496.588348388672,0.377365320920944
"251",251,3824.2646484375,12684.892578125,10.2901878356934,10881.1123046875,86.75,131,582.49462890625,0.2152299284935
"252",252,0,764.852905273438,0.840908110141754,2672.6953125,79.0833358764648,76,953.414916992188,0.315953075885773
"253",253,3252.19921875,6879.42578125,6.37814140319824,954.829833984375,97.4166641235352,106,90,0.262084811925888
"254",254,13154.6494140625,21871.31640625,22.0950164794922,2370.75927734375,96.8333358764648,329,1100.22729492188,0.373842030763626
"255",255,2928.49780273438,7200.3125,3.02930355072021,1053.42297363281,97.4166641235352,117,420,0.323946863412857
"256",256,657.951354980469,1318.97692871094,0,2940.61206054687,78.5833358764648,80,30,0.227688327431679
"257",257,13820.365234375,9067.0009765625,6.74869918823242,0,87.25,409,60,0.308238595724106
"258",258,1932.14904785156,7277.89111328125,2.37723803520203,1546.38293457031,93,131,831.925476074219,0.319366306066513
"259",259,6059.18310546875,14916.2763671875,13.4376888275146,10033.8671875,85.4166641235352,223,210,0.323917746543884
"260",260,4002.16186523438,7305.23095703125,1.87973642349243,174.928558349609,98.9166641235352,176,30,0.333626091480255
"261",261,3220.07763671875,4260.6337890625,5.36881828308106,90,98.75,728,2456.52197265625,0.268112510442734
"262",262,7914.82763671875,3322.55932617187,13.4374837875366,1248.51916503906,90.0833358764649,235,1077.07934570313,0.317472785711288
"263",263,5252.142578125,15349.21484375,4.5191011428833,10322.8779296875,83.1666641235352,181,566.038879394531,0.180881664156914
"264",264,2628.5546875,13280.0751953125,6.69672393798828,7200.3125,90.1666641235352,112,1154.123046875,0.275448620319366
"265",265,5800.560546875,15838.32421875,0.840854823589325,9528.7197265625,82.8333358764649,159,108.166542053223,0.309852570295334
"266",266,2821.43579101563,14161.1435546875,0,10616.9912109375,84.25,123,323.109893798828,0.212463244795799
"267",267,999.049560546875,10948.19140625,4.19699096679688,3386.14819335937,92.8333358764649,138,210,0.300819128751755
"268",268,13830,24182.6796875,32.960693359375,1276.32287597656,95.1666641235352,333,740.9453125,0.448331296443939
"269",269,9310.7353515625,5207.65771484375,10.0563287734985,0,84.75,325,42.4264068603516,0.369416147470474
"270",270,3596.62353515625,8501.599609375,31.9168910980225,0,101.833335876465,339,771.297607421875,0.345647841691971
"271",271,18002.5,28786.07421875,28.9785537719727,174.928558349609,92.0833358764648,520,630.7138671875,0.339433193206787
"272",272,11232.6669921875,22252.984375,24.542293548584,816.088256835937,100.916664123535,467,1535.87109375,0.336635768413544
"273",273,17856.326171875,14363.078125,18.5040760040283,0,81.5833358764649,498,2190.20556640625,0.442229956388474
"274",274,2579.47680664062,3250.123046875,5.30311250686646,4650,78.3333358764648,82,1173.45642089844,0.240929260849953
"275",275,6783.05224609375,7404.89697265625,15.0787496566772,0,102.5,778,442.944702148438,0.363231062889099
"276",276,6047.58642578125,3193.13330078125,9.20788764953613,67.0820388793945,90.4166641235352,146,120,0.318829983472824
"277",277,2898.068359375,13320.0673828125,6.74804925918579,5649.32763671875,92.8333358764649,116,2706.32592773438,0.390765130519867
"278",278,13209.7119140625,24991.494140625,18.9763107299805,670.820373535156,93.5833358764648,459,1221.55639648438,0.377881079912186
"279",279,3907.49291992188,3260.07666015625,3.02902579307556,2547.88159179687,73.9166641235352,104,1381.3037109375,0.163410544395447
"280",280,4200.10693359375,10296.3388671875,11.6106328964233,1015.13543701172,98.6666641235352,186,1018.23376464844,0.376403301954269
"281",281,6456.97314453125,7107.21484375,17.9628849029541,241.867736816406,101.083335876465,978,626.418395996094,0.295591622591019
"282",282,6662.43212890625,3937.32153320313,4.74588537216187,150,87.25,166,30,0.283816516399384
"283",283,863.770812988281,11578.3681640625,1.68128025531769,3007.939453125,97,145,270,0.183754608035088
"284",284,14369.875,26040.623046875,9.49929523468018,1574.07116699219,97.0833358764648,242,150,0.373955607414246
"285",285,3012.12548828125,13329.4560546875,3.75503158569336,4345.44580078125,92.9166641235352,133,2495.59619140625,0.372311681509018
"286",286,12585.27734375,24656.369140625,25.8304481506348,258.069763183594,93.5833358764648,541,836.779541015625,0.303183078765869
"287",287,10788.369140625,8048.61474609375,15.7641935348511,0,89.8333358764648,766,1129.29187011719,0.364004641771317
"288",288,13401.00390625,10478.5498046875,15.7439498901367,0,83.5,472,480.936584472656,0.384856969118118
"289",289,1862.90100097656,14463.4228515625,4.19674825668335,6091.18212890625,95.5833358764648,135,2814.40942382812,0.292392313480377
"290",290,14919.775390625,26567.3671875,19.6504821777344,947.259216308594,97.0833358764648,267,247.386337280273,0.390862256288528
"291",291,742.158996582031,15264.6943359375,8.51189231872559,7321.47509765625,91.25,160,1987.25939941406,0.291180998086929
"292",292,2714.12963867188,13824.6298828125,0.840798914432526,5331.90380859375,94.5,125,3224.40698242187,0.2829509973526
"293",293,7161.8994140625,19620.20703125,2.37692451477051,5190.0869140625,84.4166641235352,235,480,0.338054805994034
"294",294,6694.90869140625,19339.857421875,2.52091240882874,5880.07666015625,85.8333358764648,221,509.116882324219,0.252573430538177
"295",295,2623.92846679688,4431.275390625,1.18896877765656,2232.93530273437,73.0833358764648,111,2665.95190429687,0.1894870698452
"296",296,1039.66345214844,16630.98828125,6.70946073532105,9208.3876953125,84.25,146,150,0.268827497959137
"297",297,2001.24963378906,5062.8056640625,4.52778244018555,4569.4638671875,65.3333358764648,77,1400.71411132813,0.0249936878681183
"298",298,295.465728759766,1871.81726074219,4.19672155380249,7415.82763671875,92.6666641235352,117,2629.7529296875,0.159453496336937
"299",299,1766.18237304688,13215.162109375,4.28808116912842,2714.29541015625,93.5,152,1597.62329101563,0.316942542791367
"300",300,4026.04028320313,11937.625,19.2659721374512,127.279220581055,105.083335876465,400,2322.43408203125,0.385000377893448
"301",301,5139.11474609375,11315.41015625,37.5865707397461,0,98.5833358764648,522,1187.939453125,0.343061596155167
"302",302,2872.64697265625,4607.22265625,7.11240720748901,1410,77.25,129,2334.99462890625,0.311166971921921
"303",303,16327.27734375,29516.05078125,0,0,NA,696,1103.08654785156,0.477110087871552
"304",304,6168.046875,20595.93359375,5.31325054168701,5301.17919921875,86.3333358764649,236,295.465728759766,0.326570838689804
"305",305,18086.41796875,30677.6953125,29.4052734375,0,NA,750,624.259582519531,0.346839487552643
"306",306,1828.77001953125,5581.04833984375,14.0116815567017,882.326477050781,76.5,134,2227.28540039062,0.235885143280029
"307",307,6788.75537109375,21240.021484375,11.7475070953369,4323.02001953125,87.3333358764648,283,570.788940429688,0.307377487421036
"308",308,882.326477050781,5270.87255859375,6.38972091674805,4652.32177734375,78.8333358764649,113,692.603759765625,0.0387367382645607
"309",309,6736.3193359375,9716.712890625,23.9675960540771,0,90,716,1350,0.303409844636917
"310",310,1442.49780273437,2806.08276367187,2.66229844093323,7913.23583984375,77.4166641235352,149,2165.40991210937,0.109702363610268
"311",311,1350,6271.7939453125,1.8832129240036,3526.3720703125,80.3333358764649,111,228.473190307617,0.221538960933685
"312",312,468.614990234375,17687.716796875,2.38155484199524,7515.88330078125,96,150,254.558441162109,0.204335525631905
"313",313,3245.689453125,19373.265625,2.38152980804443,9560.9677734375,100.083335876465,187,201.246124267578,0.185424149036407
"314",314,914.385009765625,6323.24267578125,0.842426896095276,986.813049316406,83,128,1343.31677246094,0.288028031587601
"315",315,1039.66345214844,1766.18237304688,11.9731578826904,9493.2822265625,81.0833358764648,112,917.823486328125,0.0628117620944977
"316",316,2354.76123046875,16356.19140625,4.75484895706177,6037.4580078125,97,164,1189.83190917969,0.288354277610779
"317",317,8737.419921875,24406.064453125,6.76062154769897,1894.51843261719,94.5,435,1231.46252441406,0.32453253865242
"318",318,150,5430.580078125,2.38151717185974,4868.23388671875,78,103,0,0.278885990381241
"319",319,2981.0400390625,14986.673828125,9.76504039764404,2073.6923828125,96.5833358764649,248,1025.28039550781,0.421474039554596
"320",320,2604.47680664062,17332.5234375,2.52572679519653,5701.65771484375,91.25,189,308.868896484375,0.31937050819397
"321",321,480.936584472656,466.690490722656,2.38147449493408,4937.89453125,88.1666641235352,219,499.299499511719,0.200028195977211
"322",322,1291.39465332031,7187.30126953125,2.38149213790894,2770.4150390625,89.75,125,270,0.20045867562294
"323",323,4244.86767578125,21407.181640625,30.6562366485596,6799.08837890625,84.0833358764649,440,1297.99841308594,0.241020828485489
"324",324,4677.88427734375,6974.27392578125,21.9864692687988,0,88.75,582,3294.26782226562,0.361404895782471
"325",325,14161.556640625,29296.87109375,33.9525451660156,0,109.583335876465,588,630.7138671875,0.464571744203568
"326",326,6630.61083984375,6436.5908203125,4.75461435317993,531.601379394531,100.083335876465,895,90,0.23062339425087
"327",327,4420.599609375,15684.1484375,27.0391273498535,3515.12451171875,98.4166641235352,316,450,0.390196979045868
"328",328,4962.43896484375,16419.23828125,19.8822288513184,4170.10791015625,102,336,551.543273925781,0.348105251789093
"329",329,3319.17163085937,4456.5908203125,18.4020557403564,8978.474609375,79.25,86,1366.23571777344,0.0682986527681351
"330",330,4560.88818359375,16787.833984375,27.3823184967041,4528.8076171875,102,522,930,0.288904964923859
"331",331,4456.69140625,11706.498046875,13.4602727890015,0,94.8333358764648,314,84.8528137207031,0.386951625347137
"332",332,3949.6455078125,4851.56689453125,2.52558064460754,8242.6328125,95.9166641235352,100,755.380676269531,0.237081170082092
"333",333,5233.51708984375,5178.8896484375,17.8723659515381,1744.13305664063,98,812,300,0.198043212294579
"334",334,6375.970703125,5791.2431640625,11.5442543029785,1381.3037109375,108,913,123.693168640137,0.188608229160309
"335",335,268.328155517578,20245.888671875,6.10949468612671,6923.82861328125,98.5,166,60,0.254408806562424
"336",336,4740.0947265625,17293.171875,29.7650547027588,3866.27734375,98.3333358764648,409,371.079498291016,0.365331202745438
"337",337,888.425598144531,1487.3466796875,24.2188625335693,5589.5078125,91.3333358764649,283,318.904388427734,0.171206831932068
"338",338,7103.47802734375,6109.40283203125,10.0056781768799,780,105.833335876465,923,768.374938964844,0.207437843084335
"339",339,6181.23779296875,9485.5517578125,35.6392478942871,0,98.0833358764648,680,366.196655273438,0.23309600353241
"340",340,2310.77905273437,6640.51220703125,0.842333614826202,5691.22998046875,90.9166641235352,102,1434.05017089844,0.137999072670937
"341",341,4858.240234375,3925.87573242188,22.3881511688232,8896.859375,80.6666641235352,31,1555.95629882813,0.0255533568561077
"342",342,2281.77563476562,2683.28149414062,33.7531471252441,4087.052734375,95.3333358764649,441,510,0.140609204769135
"343",343,7599.2431640625,6403.7880859375,5.37800884246826,531.601379394531,103,961,469.574279785156,0.208191439509392
"344",344,4134.88818359375,4958.265625,0.842322111129761,10849.5947265625,82.5,90,90,0.329201817512512
"345",345,5188.95947265625,12419.0576171875,13.2622232437134,1548.70910644531,98.25,416,1302.49755859375,0.209491595625877
"346",346,2630.779296875,8612.560546875,20.1812114715576,3535.03881835937,89.9166641235352,369,2075.427734375,0.208309561014175
"347",347,5936.74169921875,15302.2646484375,4.75417995452881,2700,98.6666641235352,277,228.473190307617,0.362539499998093
"348",348,6366.859375,9888.220703125,12.463095664978,0,101.25,493,570,0.36096665263176
"349",349,8486.236328125,7122.83642578125,2.52541041374207,268.328155517578,104.083335876465,1022,192.093734741211,0.365269929170609
"350",350,2552.11669921875,9712.080078125,0,1884.03820800781,95.0833358764649,517,1385.20751953125,0.340685606002808
"351",351,14465.2587890625,31318.046875,27.8264865875244,349.857116699219,103.166664123535,558,30,0.331443548202515
"352",352,12585.77734375,29808.544921875,18.4005165100098,1578.92370605469,105.666664123535,528,840,0.238408923149109
"353",353,1583.19299316406,1651.09057617188,5.87583208084106,5050.7919921875,94,300,67.0820388793945,0.221904009580612
"354",354,11407.734375,29162.484375,25.366455078125,1883.08251953125,100.5,644,1456.46838378906,0.358360141515732
"355",355,4397.32861328125,24009.466796875,28.5797023773193,6524.36181640625,94.0833358764649,415,1063.20275878906,0.283697545528412
"356",356,1600.15625,19171.853515625,3.36548113822937,6357.52294921875,98.9166641235352,188,212.132034301758,0.359938234090805
"357",357,13617.2578125,31099.59765625,33.0049362182617,1275.61755371094,98.1666641235352,674,872.066528320313,0.179906025528908
"358",358,15605.65234375,32376.005859375,2.66178560256958,169.705627441406,102.916664123535,583,84.8528137207031,0.322520792484283
"359",359,17433.330078125,33620.1640625,5.93482065200806,0,108.5,646,30,0.325427561998367
"360",360,16871.20703125,33438.9140625,28.411735534668,180,108.416664123535,667,90,0.274179697036743
"361",361,5452.8251953125,6429.24560546875,3.03424477577209,8942.869140625,91.1666641235352,116,94.8683319091797,0.212244242429733
"362",362,4800.84375,24118.8984375,0,6316.05078125,93.0833358764648,444,1379.02136230469,0.325099349021912
"363",363,6922.91845703125,9607.7314453125,24.6020030975342,0,100.25,653,1200,0.208718940615654
"364",364,5456.04248046875,6418.107421875,0.842259049415588,9030,89.25,108,150,0.0436355397105217
"365",365,3442.1650390625,22775.294921875,6.38831090927124,7743.7783203125,96,315,67.0820388793945,0.320388346910477
"366",366,9142.96484375,27185.662109375,32.9238204956055,3170.64672851562,111.083335876465,766,593.9697265625,0.389206647872925
"367",367,4006.20776367188,7858.912109375,3.03423833847046,6614.302734375,92.25,157,1531.17602539063,0.215692803263664
"368",368,16736.98828125,32746.1640625,16.384313583374,607.453674316406,107.166664123535,780,792.590698242188,0.385146677494049
"369",369,21053.50390625,34537.30859375,39.9224510192871,0,121.666664123535,1053,865.852172851563,0.464022725820541
"370",370,305.941162109375,366.196655273438,9.33387565612793,6378.4404296875,92.0833358764648,199,510,0.162347376346588
"371",371,1800.25,21278.123046875,9.4431848526001,9451.904296875,96.3333358764649,286,1397.17578125,0.358359515666962
"372",372,4200.4287109375,9190.1904296875,34.7575950622559,5523.9931640625,86.0833358764648,388,582.49462890625,0.229309618473053
"373",373,7862.74755859375,8975.2158203125,33.5124855041504,0,109.083335876465,914,1170,0.203749060630798
"374",374,4200,1194.36169433594,1.88279414176941,9502.8046875,82.9166641235352,108,90,0.143468022346497
"375",375,5336.71240234375,1789.21765136719,1.68414354324341,10078.6162109375,86.9166641235352,108,218.403289794922,0.0416237972676754
"376",376,21163.29296875,33856.859375,40.4519462585449,0,121.666664123535,941,258.069763183594,0.466657608747482
"377",377,5107.14208984375,684.105224609375,2.52524018287659,10302.7177734375,83.8333358764649,106,169.705627441406,0.041902519762516
"378",378,6215.79443359375,15355.8974609375,15.4402503967285,1204.86511230469,97.5833358764649,530,429.534637451172,0.299255877733231
"379",379,4830.09326171875,9685.958984375,11.744532585144,6006.37158203125,91.75,248,84.8528137207031,0.212898522615433
"380",380,2160,1360.62487792969,5.3118634223938,5448.119140625,88.25,378,0,0.180568933486938
"381",381,4140.97802734375,11712.455078125,22.941478729248,3300,86.25,295,241.867736816406,0.237902700901031
"382",382,19543.267578125,33279.453125,30.2041568756103,0,113.416664123535,775,180,0.478232979774475
"383",383,4512.48291015625,11406.6689453125,15.6878452301025,780,92.0833358764648,659,1230,0.254972070455551
"384",384,1879.25512695313,20944.146484375,16.5572471618652,9575.2646484375,98.25,268,573.149169921875,0.328660011291504
"385",385,30,19470.208984375,9.18564033508301,7868.7548828125,96.75,202,517.880310058594,0.379581838846207
"386",386,3495.61157226562,1397.17578125,2.52522158622742,10046.5966796875,85,123,390,0.0725811496376991
"387",387,3238.05493164062,16901.74609375,5.31166315078735,4615.322265625,99.4166641235352,232,1674.09680175781,0.355828434228897
"388",388,818.840637207031,180,0.842208385467529,9461.9453125,92.25,146,0,0.222930446267128
"389",389,4734.3955078125,10836.48046875,22.1787853240967,4980.81298828125,84.4166641235352,473,726.223083496094,0.208160251379013
"390",390,12426.1220703125,29411.216796875,22.5769290924072,276.586334228516,113.166664123535,893,2338.076171875,0.306493788957596
"391",391,5254.11279296875,9366.0078125,2.38096046447754,6865.47900390625,86.5833358764649,197,0,0.150501951575279
"392",392,7140,24678.751953125,17.0636882781982,4271.814453125,105.5,533,894.986022949219,0.312861979007721
"393",393,8766.0078125,7390.115234375,9.44250011444092,1234.38244628906,108.083335876465,931,523.927490234375,0.266839057207108
"394",394,3097.41821289062,1994.71801757813,5.10966348648071,10767.3671875,92.3333358764648,124,971.648071289063,0.0306542050093412
"395",395,5805.21337890625,10212.212890625,20.973539352417,6171.1103515625,85.4166641235352,244,690.65185546875,0.153966933488846
"396",396,8503.08203125,10929.4326171875,21.1415367126465,0,102.583335876465,583,872.066528320313,0.36041185259819
"397",397,4744.365234375,702.922485351563,1.88264536857605,10186.66796875,98.25,110,268.328155517578,0.0621164105832577
"398",398,5686.80029296875,11798.6611328125,27.1781272888184,4933.51806640625,86.9166641235352,389,745.1845703125,0.197886615991592
"399",399,834.086303710938,19253.10546875,7.10987615585327,8678.30078125,88.9166641235352,220,201.246124267578,0.322443336248398
"400",400,7820.396484375,9154.1298828125,5.93417406082153,6190.3310546875,85,151,30,0.273553878068924
"401",401,5582.33837890625,2742.49877929687,28.1505470275879,4690.18115234375,97.8333358764649,558,182.482879638672,0.20068733394146
"402",402,6263.96826171875,4530.2978515625,6.75869369506836,3837.1865234375,98.3333358764648,689,403.608734130859,0.191313564777374
"403",403,8576.8525390625,4612.78662109375,4.52607583999634,6650.6015625,80,114,180,0.245880365371704
"404",404,5997.37451171875,23090.744140625,14.006983757019,5430,92.1666641235352,431,94.8683319091797,0.318883836269379
"405",405,7871.72802734375,6797.76416015625,2.38075971603394,2089.25830078125,101.25,839,284.60498046875,0.185770124197006
"406",406,5772.79833984375,3842.92846679687,11.9694547653198,4227.02001953125,95.4166641235352,623,67.0820388793945,0.262269079685211
"407",407,7080.57177734375,11553.8955078125,16.3826942443848,4860,93.0833358764648,295,268.328155517578,0.198538839817047
"408",408,7810.205078125,10716.0068359375,22.6765460968018,4804.87255859375,83.5,207,468.614990234375,0.177274599671364
"409",409,2512.30981445312,630.7138671875,4.20346355438232,10609.1474609375,102,130,890.449340820313,0.146291181445122
"410",410,3436.80078125,300,3.56854844093323,7327.4345703125,92,242,0,0.216624602675438
"411",411,9020.2275390625,5686.80029296875,3.36491799354553,5718.7587890625,91.5,130,579.396240234375,0.035118356347084
"412",412,6935.19287109375,13800,16.1676921844482,1812.20861816406,98.5,772,1910.83752441406,0.328661471605301
"413",413,1449.0341796875,18558.55859375,3.36493563652039,8406.265625,90.25,205,42.4264068603516,0.39520937204361
"414",414,20397.904296875,30790.890625,3.36482238769531,60,119.5,975,0,0.399183005094528
"415",415,9173.7724609375,8266.0751953125,2.52492356300354,5204.63232421875,84,153,42.4264068603516,0.147084414958954
"416",416,10407.9248046875,10441.12109375,15.1648530960083,0,118.666664123535,1025,429.534637451172,0.31704980134964
"417",417,4752.13623046875,14652.0439453125,14.8415603637695,3251.23046875,99.8333358764648,394,2366.77001953125,0.330157935619354
"418",418,8986.0888671875,8246.2900390625,13.234302520752,1272.79223632813,101.916664123535,934,330,0.237966820597649
"419",419,7790.359375,23746.37890625,5.10913276672363,3827.32275390625,98.75,526,1132.07775878906,0.277343094348907
"420",420,8267.1640625,7531.43408203125,5.03996181488037,1950,102.75,869,234.307495117188,0.276748269796371
"421",421,3624.91381835938,1394.5966796875,2.52486515045166,11708.650390625,107.166664123535,129,123.693168640137,0.163696512579918
"422",422,5358.50732421875,4344.203125,4.75307178497314,4589.3134765625,96.5,594,849.588134765625,0.199776366353035
"423",423,12632.9921875,27839.806640625,11.7428464889526,0,133.83332824707,1263,2397.18579101562,0.369221121072769
"424",424,4252.0703125,14831.564453125,26.2334976196289,4051.77734375,113,500,3271.23828125,0.350867867469788
"425",425,10892.0244140625,11031.599609375,16.3234329223633,0,108.333335876465,804,882.326477050781,0.32231405377388
"426",426,7625.72607421875,2751.181640625,6.38716173171997,7093.3349609375,80.8333358764648,145,1570.35021972656,0.0456559099256992
"427",427,8766.5732421875,11244.3984375,13.2342348098755,4148.361328125,89.9166641235352,216,161.554946899414,0.175109624862671
"428",428,9300.2900390625,11331.2666015625,28.3887329101562,295.465728759766,104.916664123535,888,979.489685058594,0.333866953849792
"429",429,10947.5341796875,11014.4130859375,2.66121649742126,0,116.25,1009,1297.99841308594,0.362927705049515
"430",430,3846.673828125,15152.16796875,28.9548988342285,5519.5107421875,110.833335876465,632,3330.54052734375,0.382614821195602
"431",431,2642.72583007812,2166.033203125,11.9681558609009,9815.548828125,93.4166641235352,237,0,0.137737959623337
"432",432,11023.3974609375,5766.0126953125,17.9189033508301,4226.16845703125,88.9166641235352,191,771.297607421875,0.146802544593811
"433",433,6842.3681640625,21332.509765625,9.22097682952881,5721.11865234375,92.0833358764648,367,563.648803710938,0.302739143371582
"434",434,9634.8115234375,10522.6044921875,3.56813549995422,1266.05688476563,97.8333358764649,703,664.078308105469,0.324368894100189
"435",435,11621.0029296875,7044.125,6.75774717330933,3092.76586914062,87.9166641235352,146,339.411254882812,0.164338752627373
"436",436,3273.71337890625,1609.96899414063,12.2436285018921,10701.6357421875,96.4166641235352,119,234.307495117188,0.155352637171745
"437",437,3699.62158203125,3553.70239257812,16.2242794036865,6451.04638671875,93.6666641235352,526,301.496276855469,0.153276681900024
"438",438,6357.876953125,19467.25,10.0020599365234,5370.083984375,85.1666641235352,425,2124.92358398437,0.345938086509705
"439",439,8737.2138671875,9145.3271484375,9.44063282012939,2028.05322265625,94.75,618,60,0.388478577136993
"440",440,4874.884765625,4688.5498046875,30.5908203125,5309.32177734375,87.5833358764649,652,150,0.095004141330719
"441",441,14971.923828125,25798.69140625,12.9295177459717,0,113.666664123535,914,240,0.179871007800102
"442",442,8639.2705078125,9956.611328125,9.44054412841797,2504.595703125,95,589,794.292114257813,0.286843180656433
"443",443,11745.6796875,11618.98828125,22.572151184082,1803.2470703125,88.8333358764649,294,1103.08654785156,0.20678623020649
"444",444,7110.0634765625,11076.9892578125,26.0375595092773,3494.06640625,102.416664123535,685,964.209533691406,0.321515381336212
"445",445,3182.26342773437,3209.29907226563,0,7043.55029296875,86.4166641235352,386,161.554946899414,0.15482085943222
"446",446,10591.01953125,17436.814453125,26.5211448669434,1840.54345703125,94.8333358764648,704,1448.10217285156,0.348097294569015
"447",447,8007.078125,7888.11767578125,7.15694236755371,1608.01123046875,104.083335876465,924,30,0.226042360067368
"448",448,1679.1962890625,2100.21435546875,13.6247110366821,8567.0361328125,89.1666641235352,331,254.558441162109,0.129633277654648
"449",449,10740.669921875,23662.22265625,3.36428761482239,2684.11987304688,102.166664123535,660,67.0820388793945,0.345864653587341
"450",450,12226.1689453125,11140.830078125,20.5840148925781,1821.8671875,81.75,358,759.539306640625,0.222289696335793
"451",451,5902.07568359375,5981.1455078125,14.8393306732178,4758.00390625,84.75,371,0,0.194428592920303
"452",452,1531.17602539063,2180.11474609375,1.88220286369324,11499.3955078125,101.916664123535,180,1020,0.123662211000919
"453",453,11044.9306640625,17526.498046875,23.80419921875,1253.19592285156,94.8333358764648,737,774.209289550781,0.374032884836197
"454",454,844.807678222656,890.954528808594,2.38025546073914,11220,99.6666641235352,130,494.772674560547,0.204734101891518
"455",455,6570.068359375,2296.12719726562,10.0355997085571,6918.04150390625,86.0833358764648,167,2889.98266601563,0.0397341437637806
"456",456,13500.033203125,9638.220703125,0,1023.962890625,85.0833358764649,220,582.49462890625,0.14642159640789
"457",457,390,2176.8095703125,1.88215327262878,9985.990234375,82.8333358764649,223,351.140991210938,0.165408581495285
"458",458,7030.8251953125,7158.19091796875,55.7718200683594,2490.1806640625,105.083335876465,957,1146.29833984375,0.31550669670105
"459",459,192.093734741211,573.149169921875,1.68358433246613,12792.0009765625,93.9166641235352,149,212.132034301758,0.164042741060257
"460",460,12891.2412109375,11041.3857421875,7.10824298858643,1203.37023925781,86.4166641235352,235,457.930114746094,0.16944383084774
"461",461,7014.228515625,8988.8427734375,16.3788833618164,4373.5224609375,115.75,644,873.613159179688,0.313086003065109
"462",462,3796.8671875,16729.80859375,9.03208255767822,4915.05859375,81.0833358764648,568,1955.7607421875,0.260828346014023
"463",463,6694.90869140625,6750.06689453125,45.3503379821777,2629.23950195312,95.6666641235352,554,510,0.215206801891327
"464",464,5265.40576171875,6795.7119140625,10.035195350647,5339.7470703125,91.3333358764649,508,516.139526367188,0.173926085233688
"465",465,6092.43798828125,1472.75256347656,13.5512990951538,6391.12646484375,87.25,97,3291.94482421875,0.0338685847818851
"466",466,5468.39990234375,19232.05859375,12.537652015686,2963.78125,92.5,559,674.166137695313,0.317523449659348
"467",467,7604.27490234375,21561.33984375,9.33029747009277,2642.21508789063,91.8333358764648,589,523.927490234375,0.247431263327599
"468",468,5435.30126953125,7487.26904296875,33.6578636169434,4243.4892578125,93.6666641235352,471,108.166542053223,0.14840030670166
"469",469,16064.236328125,24604.26171875,8.23523044586182,0,127.25,1048,0,0.314834862947464
"470",470,10886.7353515625,6278.67822265625,4.52481603622437,3445.69287109375,78.8333358764649,208,1922.34228515625,0.176455125212669
"471",471,2942.44799804687,12438.4287109375,3.03293538093567,7364.67919921875,104.833335876465,649,3555.34814453125,0.236010789871216
"472",472,15632.2744140625,24393.173828125,2.38010001182556,0,125,962,371.079498291016,0.233824223279953
"473",473,6330.2841796875,6999.32861328125,8.603440284729,4800,97.4166641235352,481,42.4264068603516,0.270661145448685
"474",474,774.209289550781,632.850708007813,1.19057488441467,13442.2099609375,96,157,360,0.208114460110664
"475",475,15004.5888671875,23736.427734375,12.4305067062378,210,125,977,94.8683319091797,0.195204392075539
"476",476,8324.4462890625,3719.0322265625,0,4202.677734375,90.8333358764648,224,2181.9716796875,0.17295278608799
"477",477,4819.1806640625,1124.49987792969,1.8819944858551,7110.6962890625,87.0833358764648,144,2001.24963378906,0.0299581438302994
"478",478,14930.0263671875,11930.951171875,4.89750671386719,0,88.75,329,1441.56164550781,0.197310358285904
"479",479,5141.916015625,19120.8046875,4.89744997024536,1945.37915039063,96.6666641235352,564,305.941162109375,0.322510033845901
"480",480,16285.02734375,24648.701171875,36.7434844970703,0,127.25,1157,335.410186767578,0.347371518611908
"481",481,13261.6630859375,19293.171875,14.2343530654907,0,NA,1004,725.603210449219,0.371077179908752
"482",482,361.247833251953,2501.53955078125,4.20227956771851,11982.32421875,84.1666641235352,181,94.8683319091797,0.177796080708504
"483",483,13479.884765625,22564.626953125,16.3196983337402,0,114.5,983,342.052612304687,0.238525614142418
"484",484,14084.193359375,14635.880859375,9.72448444366455,0,93.0833358764648,314,390,0.28869292140007
"485",485,15217.0693359375,12544.9150390625,9.43925380706787,0,90,322,1789.97204589844,0.16573928296566
"486",486,14544.431640625,14250.7890625,19.4265995025635,0,94.0833358764649,277,90,0.277537226676941
"487",487,13597.4482421875,8971.25390625,10.000560760498,1074.15087890625,84.9166641235352,263,692.603759765625,0.185985013842583
"488",488,14189.5244140625,9563.650390625,22.5692577362061,626.418395996094,84.9166641235352,273,577.0615234375,0.185078769922256
"489",489,5849.615234375,19588.505859375,44.9773178100586,626.418395996094,104.166664123535,822,349.857116699219,0.190288975834847
"490",490,14454.4287109375,18884.875,22.1181316375732,0,91.75,762,67.0820388793945,0.377000749111176
"491",491,6067.12451171875,7080.57177734375,11.3024377822876,6608.78955078125,103,609,876.184936523438,0.224420517683029
"492",492,4231.70166015625,4697.6591796875,14.5724983215332,5719.93896484375,95.6666641235352,413,228.473190307617,0.196741014719009
